id,temperatura,umidade,pressao,velocidade_vento,precipitacao_chuva,tempo_chuva,intensidade_chuva,ponto_orvalho,latitude,longitude,data_hora,historico_alagamento,solo,bairro,precipitacao_diaria,precipitacao_acumulada
518,24.12,67,1016,5.14,0,0,nublado,17.61,-23.544683,-46.59397,"2025-04-08 15:57:48",0,NULL,Mooca,0,0
519,21.06,85,1017,1.03,0,0,"céu limpo",18.44,-23.544683,-46.59397,"2025-04-09 00:01:02",0,NULL,Mooca,0,0
520,15.95,88,1025,4.63,0.12,3,"garoa de leve intensidade",13.97,-23.551485,-46.577669,"2025-04-05 07:48:25",0,NULL,Mooca,0,0.43
521,17.19,88,1025,4.63,0,0,nublado,15.19,-23.551485,-46.577669,"2025-04-06 22:57:01",0,NULL,Mooca,0,0
522,20.1,73,1020,5.7,0,0,"nuvens dispersas",15.11,-23.551485,-46.577669,"2025-04-07 17:05:12",0,NULL,Mooca,0,0
523,24.1,68,1016,5.14,0,0,nublado,17.83,-23.551485,-46.577669,"2025-04-08 16:43:27",0,NULL,Mooca,0,0
524,20.32,85,1015,3.09,0,0,"céu limpo",17.72,-23.551485,-46.577669,"2025-04-09 05:06:39",0,NULL,Mooca,0,0
525,17.08,92,1025,7.2,0,3,"garoa de leve intensidade",15.77,-23.552479,-46.577326,"2025-04-05 15:25:49",0,NULL,Mooca,0,0.26
526,18.93,68,1024,7.2,0,4,neblina,12.9,-23.552479,-46.577326,"2025-04-06 15:02:19",0,NULL,Mooca,0,1.48
527,17.1,90,1023,4.12,0,0,nublado,15.45,-23.552479,-46.577326,"2025-04-07 02:05:37",0,NULL,Mooca,0,0
528,25.12,59,1017,2.06,0,0,"nuvens dispersas",16.55,-23.552479,-46.577326,"2025-04-08 12:30:05",0,NULL,Mooca,0,0
529,20.44,95,1016,2.1,0.43,0,"chuva leve",19.61,-23.552479,-46.577326,"2025-04-09 20:11:02",0,NULL,Mooca,0,0.43
530,16,88,1026,6.7,0.13,4,"chuva leve",14.02,-23.526742,-46.555941,"2025-04-05 18:43:29",0,NULL,Mooca,0,0.92
531,18.96,72,1027,6.2,0.1,4,"chuva leve",13.8,-23.526742,-46.555941,"2025-04-06 10:56:26",0,NULL,Mooca,0,0.36
532,16.95,83,1021,3.6,0,0,"algumas nuvens",14.05,-23.526742,-46.555941,"2025-04-07 22:27:15",0,NULL,Mooca,0,0
533,15.32,93,1019,1.54,0,0,"céu limpo",14.2,-23.526742,-46.555941,"2025-04-08 04:54:51",0,NULL,Mooca,0,0
534,20,93,1016,3.6,1.06,4,"chuva moderada",18.83,-23.526742,-46.555941,"2025-04-09 23:25:03",0,NULL,Mooca,0,3
535,17.15,86,1026,5.14,0,0,"nuvens dispersas",14.79,-23.5321,-46.6862,"2025-04-05 23:36:05",0,NULL,Lapa,0,0
536,17.59,86,1024,4.12,0,4,nublado,15.22,-23.5321,-46.6862,"2025-04-06 19:16:48",0,NULL,Lapa,0,0.22
537,18.99,74,1023,3.6,0,0,nublado,14.26,-23.5321,-46.6862,"2025-04-07 08:46:20",0,NULL,Lapa,0,0
538,23.68,63,1017,1.54,0,0,neblina,16.23,-23.5321,-46.6862,"2025-04-08 11:45:29",0,NULL,Lapa,0,0
539,20.51,86,1015,2.1,0,0,"céu limpo",18.09,-23.5321,-46.6862,"2025-04-09 04:24:56",0,NULL,Lapa,0,0
540,18.8,75,1026,6.7,0.14,2,"chuva leve",14.28,-23.5189,-46.6748,"2025-04-05 11:06:48",0,NULL,Lapa,0,0.29
541,18.97,68,1024,7.2,0,3,neblina,12.94,-23.5189,-46.6748,"2025-04-06 14:35:54",0,NULL,Lapa,0,0.9
542,18.06,88,1024,3.6,0,0,nublado,16.04,-23.5189,-46.6748,"2025-04-07 00:24:26",0,NULL,Lapa,0,0
543,15.48,92,1020,3.6,0,0,"algumas nuvens",14.19,-23.5189,-46.6748,"2025-04-08 06:54:09",0,NULL,Lapa,0,0
544,20.28,87,1015,1.54,0,0,"céu limpo",18.05,-23.5189,-46.6748,"2025-04-09 04:57:39",0,NULL,Lapa,0,0
545,17.22,84,1027,5.7,0,0,nublado,14.49,-23.5099,-46.6893,"2025-04-05 23:12:49",0,NULL,Lapa,0,0
546,18.62,88,1024,3.6,0,0,nublado,16.59,-23.5099,-46.6893,"2025-04-06 23:50:24",0,NULL,Lapa,0,0
547,17.52,85,1021,2.1,0,0,"céu limpo",14.97,-23.5099,-46.6893,"2025-04-07 23:48:56",0,NULL,Lapa,0,0
548,26,57,1016,4.12,0,0,"céu limpo",16.83,-23.5099,-46.6893,"2025-04-08 14:48:24",0,NULL,Lapa,0,0
549,20.38,94,1017,1.54,0.44,2,"chuva leve",19.38,-23.5099,-46.6893,"2025-04-09 21:57:35",0,NULL,Lapa,0,0.95
550,17.2,84,1027,5.7,0,0,nublado,14.48,-23.5113,-46.6881,"2025-04-05 23:10:32",0,NULL,Lapa,0,0
551,17.02,89,1024,4.12,0,4,nublado,15.19,-23.5113,-46.6881,"2025-04-06 18:30:45",0,NULL,Lapa,0,0.22
552,21.02,64,1020,5.7,0,0,nublado,13.96,-23.5113,-46.6881,"2025-04-07 14:24:43",0,NULL,Lapa,0,0
553,24,67,1016,5.14,0,0,nublado,17.5,-23.5113,-46.6881,"2025-04-08 16:18",0,NULL,Lapa,0,0
554,23.99,72,1014,4.12,0,3,nublado,18.63,-23.5113,-46.6881,"2025-04-09 17:55:17",0,NULL,Lapa,0,0.11
555,20.29,78,1015,1.54,0,0,"céu limpo",16.33,-23.5829,-46.686,"2024-04-01 01:44:33",0,NULL,Pinheiros,0,0
556,25.77,61,1014,1.54,0,3,"céu limpo",17.69,-23.5829,-46.686,"2024-04-02 11:09:11",0,NULL,Pinheiros,0,0.14
557,28.52,61,1013,5.14,0,0,"algumas nuvens",20.27,-23.5829,-46.686,"2024-04-03 15:48:13",0,NULL,Pinheiros,0,0
558,20.38,88,1017,2.06,0,0,nublado,18.33,-23.5829,-46.686,"2024-04-04 02:27:59",0,NULL,Pinheiros,0,0
559,26.01,71,1018,2.06,0,0,"algumas nuvens",20.34,-23.5829,-46.686,"2024-04-05 09:36:32",0,NULL,Pinheiros,0,0
560,23.51,76,1019,4.12,0,0,nublado,19.04,-23.5829,-46.686,"2024-04-06 10:24:04",0,NULL,Pinheiros,0,0
561,19.78,90,1019,4.47,0,0,névoa,18.09,-23.5829,-46.686,"2024-04-07 07:20:30",0,NULL,Pinheiros,0,0
562,29.35,35,1013,2.06,0,0,"céu limpo",12.31,-23.5849,-46.6867,"2024-04-01 15:13:46",0,NULL,Pinheiros,0,0
563,23.89,64,1014,2.57,0,0,"céu limpo",16.67,-23.5849,-46.6867,"2024-04-02 20:49:04",0,NULL,Pinheiros,0,0
564,22.11,71,1015,1.03,0,0,"céu limpo",16.61,-23.5849,-46.6867,"2024-04-03 01:00:48",0,NULL,Pinheiros,0,0
565,26.39,73,1017,3.6,0,0,"céu limpo",21.16,-23.5849,-46.6867,"2024-04-04 10:15:06",0,NULL,Pinheiros,0,0
566,21.37,88,1017,2.06,0,0,"céu limpo",19.3,-23.5849,-46.6867,"2024-04-05 02:14:17",0,NULL,Pinheiros,0,0
567,19.18,89,1017,0.45,0,0,nublado,17.32,-23.5849,-46.6867,"2024-04-06 01:57:33",0,NULL,Pinheiros,0,0
568,23.85,78,1019,4.63,0,0,nublado,19.78,-23.5849,-46.6867,"2024-04-07 10:21:42",0,NULL,Pinheiros,0,0
569,19.71,79,1014,1.54,0,0,"céu limpo",15.97,-23.5875,-46.6865,"2024-04-01 05:05:33",0,NULL,Pinheiros,0,0
570,21.29,85,1015,3.09,0,3,"céu limpo",18.67,-23.5875,-46.6865,"2024-04-02 08:06:20",0,NULL,Pinheiros,0,0.14
571,23.06,65,1015,0.51,0,0,"céu limpo",16.13,-23.5875,-46.6865,"2024-04-03 00:03:27",0,NULL,Pinheiros,0,0
572,30.84,58,1014,5.14,0,0,"nuvens dispersas",21.62,-23.5875,-46.6865,"2024-04-04 15:49:01",0,NULL,Pinheiros,0,0
573,22.43,85,1017,3.6,0,0,nublado,19.78,-23.5875,-46.6865,"2024-04-05 20:41:39",0,NULL,Pinheiros,0,0
574,21.54,88,1017,5.66,0,0,nublado,19.47,-23.5875,-46.6865,"2024-04-06 17:41:54",0,NULL,Pinheiros,0,0
575,20.63,88,1019,5.14,0,0,nublado,18.57,-23.5875,-46.6865,"2024-04-07 08:11:41",0,NULL,Pinheiros,0,0
576,23.41,71,1016,2.57,0,0,"céu limpo",17.85,-23.5654,-46.6798,"2024-04-01 09:10:59",0,NULL,Pinheiros,0,0
577,24.54,61,1014,2.57,0,0,"céu limpo",16.53,-23.5654,-46.6798,"2024-04-02 21:01:48",0,NULL,Pinheiros,0,0
578,21.6,85,1017,2.06,0,0,"algumas nuvens",18.97,-23.5654,-46.6798,"2024-04-03 22:37:56",0,NULL,Pinheiros,0,0
579,25.02,73,1018,2.57,0,0,"céu limpo",19.84,-23.5654,-46.6798,"2024-04-04 08:35:26",0,NULL,Pinheiros,0,0
580,21.22,88,1017,3.09,0,0,névoa,19.15,-23.5654,-46.6798,"2024-04-05 07:22:55",0,NULL,Pinheiros,0,0
581,22.36,77,1018,2.57,0,0,"céu limpo",18.13,-23.5654,-46.6798,"2024-04-06 07:36",0,NULL,Pinheiros,0,0
582,21.02,87,1019,3.6,0,4,nublado,18.77,-23.5654,-46.6798,"2024-04-07 00:46:21",0,NULL,Pinheiros,0,0.31
583,23.48,68,1016,3.6,0,0,"céu limpo",17.24,-23.6073,-46.6967,"2024-04-01 09:52:39",0,NULL,Pinheiros,0,0
584,20.45,88,1015,3.09,0,2,"céu limpo",18.4,-23.6073,-46.6967,"2024-04-02 07:03:55",0,NULL,Pinheiros,0,0.14
585,22.77,91,1015,3.6,0,0,"algumas nuvens",21.22,-23.6073,-46.6967,"2024-04-03 18:33:10",0,NULL,Pinheiros,0,0
586,21.57,90,1017,2.24,0,0,"algumas nuvens",19.86,-23.6073,-46.6967,"2024-04-04 23:57:56",0,NULL,Pinheiros,0,0
587,21.47,90,1017,2.06,0,0,"algumas nuvens",19.76,-23.6073,-46.6967,"2024-04-05 00:09:42",0,NULL,Pinheiros,0,0
588,23.8,81,1019,4.12,0,0,nublado,20.34,-23.6073,-46.6967,"2024-04-06 11:27:40",0,NULL,Pinheiros,0,0
589,23.25,85,1016,4.63,0,4,"nuvens dispersas",20.59,-23.6073,-46.6967,"2024-04-07 16:46:18",0,NULL,Pinheiros,0,0.26
590,21.87,74,1017,3.09,0,0,nublado,17.03,-23.487212,-46.714751,"2024-11-10 09:23:42",0,NULL,Pirituba/Jaraguá,0,0
591,14.92,84,1014,1.03,0,0,nublado,12.24,-23.487212,-46.714751,"2024-11-11 04:38:22",0,NULL,Pirituba/Jaraguá,0,0
592,22.27,56,1009,2.06,0,0,"céu limpo",13.08,-23.487212,-46.714751,"2024-11-12 02:08:01",0,NULL,Pirituba/Jaraguá,0,0
593,16.74,88,1014,4.12,0,4,nublado,14.74,-23.487212,-46.714751,"2024-11-13 08:42:13",0,NULL,Pirituba/Jaraguá,0,1.17
594,17.48,88,1017,4.63,0,0,nublado,15.47,-23.487212,-46.714751,"2024-11-14 21:08:12",0,NULL,Pirituba/Jaraguá,0,0
595,23.44,73,1017,2.06,0.16,0,"chuva leve",18.33,-23.487212,-46.714751,"2024-11-15 10:54:22",0,NULL,Pirituba/Jaraguá,0,0.16
596,20.01,91,1017,3.6,0,4,"nuvens dispersas",18.5,-23.487212,-46.714751,"2024-11-16 20:45:07",0,NULL,Pirituba/Jaraguá,0,0.11
597,26.74,66,1013,5.14,0,3,"céu limpo",19.86,-23.487212,-46.714751,"2024-11-17 16:23:08",0,NULL,Pirituba/Jaraguá,0,0.3
598,19,90,1014,0,0,0,"céu limpo",17.32,-23.487212,-46.714751,"2024-11-18 04:51:36",0,NULL,Pirituba/Jaraguá,0,0
599,26.93,69,1012,6.69,0,0,"céu limpo",20.76,-23.487212,-46.714751,"2024-11-19 14:37:01",0,NULL,Pirituba/Jaraguá,0,0
600,30.73,57,1012,4.63,0,0,"céu limpo",21.23,-23.487212,-46.714751,"2024-11-20 13:08:51",0,NULL,Pirituba/Jaraguá,0,0
601,20.42,75,1014,4.63,0,0,"nuvens dispersas",15.84,-23.498451,-46.706975,"2024-11-10 17:39:57",0,NULL,Pirituba/Jaraguá,0,0
602,28.57,38,1009,5.14,0,0,"céu limpo",12.88,-23.498451,-46.706975,"2024-11-11 16:56:18",0,NULL,Pirituba/Jaraguá,0,0
603,21.82,69,1010,1.54,0,0,"céu limpo",15.88,-23.498451,-46.706975,"2024-11-12 06:35:27",0,NULL,Pirituba/Jaraguá,0,0
604,16.85,91,1013,4.63,0.21,4,"chuva leve",15.37,-23.498451,-46.706975,"2024-11-13 07:27:56",0,NULL,Pirituba/Jaraguá,0,5.25
605,16.33,88,1016,4.12,0,0,nublado,14.34,-23.498451,-46.706975,"2024-11-14 02:01:55",0,NULL,Pirituba/Jaraguá,0,0
606,18.64,85,1017,4.12,0,0,nublado,16.07,-23.498451,-46.706975,"2024-11-15 06:31:02",0,NULL,Pirituba/Jaraguá,0,0
607,25.71,69,1015,2.06,0.33,4,"chuva leve",19.6,-23.498451,-46.706975,"2024-11-16 12:50:12",0,NULL,Pirituba/Jaraguá,0,3.51
608,21.08,76,1017,2.57,0,0,nublado,16.69,-23.498451,-46.706975,"2024-11-17 07:53:54",0,NULL,Pirituba/Jaraguá,0,0
609,21.84,79,1014,1.03,0,0,"céu limpo",18.04,-23.498451,-46.706975,"2024-11-18 23:52:06",0,NULL,Pirituba/Jaraguá,0,0
610,19.59,84,1013,2.06,0,0,"céu limpo",16.81,-23.498451,-46.706975,"2024-11-19 03:40:38",0,NULL,Pirituba/Jaraguá,0,0
611,19.29,85,1014,3.09,0,0,"céu limpo",16.71,-23.498451,-46.706975,"2024-11-20 06:07:23",0,NULL,Pirituba/Jaraguá,0,0
612,20.05,98,1017,3.73,0,0,nublado,19.72,-23.431523,-46.718818,"2024-11-10 08:56:31",0,NULL,Pirituba/Jaraguá,0,0
613,29.1,34,1010,5.66,0,0,"céu limpo",11.65,-23.431523,-46.718818,"2024-11-11 14:20:52",0,NULL,Pirituba/Jaraguá,0,0
614,29.27,50,1009,4.63,0,0,"céu limpo",17.78,-23.431523,-46.718818,"2024-11-12 12:02:34",0,NULL,Pirituba/Jaraguá,0,0
615,15.99,87,1014,4.12,0,4,nublado,13.83,-23.431523,-46.718818,"2024-11-13 08:43:58",0,NULL,Pirituba/Jaraguá,0,1.17
616,16.77,84,1016,4.12,0,0,nublado,14.05,-23.431523,-46.718818,"2024-11-14 19:15:19",0,NULL,Pirituba/Jaraguá,0,0
617,25.46,65,1014,3.09,0.22,4,"chuva leve",18.4,-23.431523,-46.718818,"2024-11-15 14:00:51",0,NULL,Pirituba/Jaraguá,0,0.53
618,19.93,83,1017,3.09,0,0,nublado,16.96,-23.431523,-46.718818,"2024-11-16 22:23:51",0,NULL,Pirituba/Jaraguá,0,0
619,26.22,67,1013,2.77,0,4,nublado,19.61,-23.431523,-46.718818,"2024-11-17 16:35:22",0,NULL,Pirituba/Jaraguá,0,0.3
620,23.37,72,1011,3.6,0,0,"céu limpo",18.04,-23.431523,-46.718818,"2024-11-18 19:21:35",0,NULL,Pirituba/Jaraguá,0,0
621,27.2,62,1012,4.56,0,0,nublado,19.29,-23.431523,-46.718818,"2024-11-19 15:56:22",0,NULL,Pirituba/Jaraguá,0,0
622,17.83,86,1014,2.57,0,0,nublado,15.46,-23.431523,-46.718818,"2024-11-20 05:35:38",0,NULL,Pirituba/Jaraguá,0,0
623,16.71,79,1015,3.6,0,0,nublado,13.05,-23.483996,-46.716305,"2024-11-10 23:28:35",0,NULL,Pirituba/Jaraguá,0,0
624,16.84,82,1014,3.09,0,0,"céu limpo",13.75,-23.483996,-46.716305,"2024-11-11 07:13:16",0,NULL,Pirituba/Jaraguá,0,0
625,28.8,51,1010,3.6,0,0,"céu limpo",17.66,-23.483996,-46.716305,"2024-11-12 10:43:11",0,NULL,Pirituba/Jaraguá,0,0
626,17.83,82,1013,5.66,0,0,nublado,14.72,-23.483996,-46.716305,"2024-11-13 16:53:52",0,NULL,Pirituba/Jaraguá,0,0
627,18.1,86,1015,5.14,0,0,nublado,15.72,-23.483996,-46.716305,"2024-11-14 17:23:41",0,NULL,Pirituba/Jaraguá,0,0
628,17.37,94,1016,3.09,0,0,nublado,16.4,-23.483996,-46.716305,"2024-11-15 00:48:50",0,NULL,Pirituba/Jaraguá,0,0
629,21,86,1017,3.09,0,0,nublado,18.57,-23.483996,-46.716305,"2024-11-16 21:34:33",0,NULL,Pirituba/Jaraguá,0,0
630,24.61,62,1016,2.06,0.19,2,"chuva leve",16.85,-23.483996,-46.716305,"2024-11-17 10:31:03",0,NULL,Pirituba/Jaraguá,0,0.42
631,25.83,61,1014,2.57,0,0,"céu limpo",17.74,-23.483996,-46.716305,"2024-11-18 09:31:34",0,NULL,Pirituba/Jaraguá,0,0
632,21.23,74,1013,0,0,0,"céu limpo",16.41,-23.483996,-46.716305,"2024-11-19 01:17:08",0,NULL,Pirituba/Jaraguá,0,0
633,19.59,86,1014,1.81,0,0,nublado,17.19,-23.483996,-46.716305,"2024-11-20 03:45:08",0,NULL,Pirituba/Jaraguá,0,0
634,17.17,78,1016,4.12,0,0,nublado,13.31,-23.498396,-46.707066,"2024-11-10 20:44:51",0,NULL,Pirituba/Jaraguá,0,0
635,17.44,84,1014,1.54,0,0,nublado,14.71,-23.498396,-46.707066,"2024-11-11 02:02:13",0,NULL,Pirituba/Jaraguá,0,0
636,19.5,87,1013,5.66,0,0,nublado,17.28,-23.498396,-46.707066,"2024-11-12 22:12:01",0,NULL,Pirituba/Jaraguá,0,0
637,15.81,82,1017,3.6,0,0,nublado,12.75,-23.498396,-46.707066,"2024-11-13 22:27:31",0,NULL,Pirituba/Jaraguá,0,0
638,16.46,87,1017,4.12,0,0,nublado,14.29,-23.498396,-46.707066,"2024-11-14 06:38:02",0,NULL,Pirituba/Jaraguá,0,0
639,24.85,62,1015,3.09,0,3,"algumas nuvens",17.08,-23.498396,-46.707066,"2024-11-15 13:02:19",0,NULL,Pirituba/Jaraguá,0,0.31
640,23.85,73,1015,5.66,0.65,4,"chuva leve",18.72,-23.498396,-46.707066,"2024-11-16 13:44:17",0,NULL,Pirituba/Jaraguá,0,4.02
641,23.85,58,1016,2.06,0.19,2,"chuva leve",15.09,-23.498396,-46.707066,"2024-11-17 10:54:37",0,NULL,Pirituba/Jaraguá,0,0.42
642,18.6,92,1014,2.57,0,0,"nuvens dispersas",17.28,-23.498396,-46.707066,"2024-11-18 05:42:55",0,NULL,Pirituba/Jaraguá,0,0
643,21.78,77,1014,5.66,0,0,nublado,17.57,-23.498396,-46.707066,"2024-11-19 19:01:01",0,NULL,Pirituba/Jaraguá,0,0
644,19.6,86,1014,2.57,0,0,"céu limpo",17.2,-23.498396,-46.707066,"2024-11-20 01:42:37",0,NULL,Pirituba/Jaraguá,0,0
645,21.14,87,1020,4.63,0,0,nublado,18.89,-23.487212,-46.714751,"2024-02-01 23:10:51",0,NULL,Pirituba/Jaraguá,0,0
646,19.72,92,1018,2.57,0,0,"algumas nuvens",18.38,-23.487212,-46.714751,"2024-02-02 04:26:48",0,NULL,Pirituba/Jaraguá,0,0
647,23.2,85,1019,2.06,0,0,nublado,20.54,-23.487212,-46.714751,"2024-02-03 21:34:22",0,NULL,Pirituba/Jaraguá,0,0
648,19.04,86,1017,2.57,0,0,"algumas nuvens",16.65,-23.498451,-46.706975,"2024-02-01 03:51:59",0,NULL,Pirituba/Jaraguá,0,0
649,20.39,87,1019,3.09,0.21,4,"chuva leve",18.15,-23.498451,-46.706975,"2024-02-02 19:04:37",0,NULL,Pirituba/Jaraguá,0,7.25
650,22.9,85,1019,2.06,0,0,nublado,20.24,-23.498451,-46.706975,"2024-02-03 22:13:41",0,NULL,Pirituba/Jaraguá,0,0
651,16.52,88,1017,1.03,0,0,"céu limpo",14.53,-23.431523,-46.718818,"2024-02-01 06:25:35",0,NULL,Pirituba/Jaraguá,0,0
652,20.25,83,1019,1.03,4.29,4,"chuva forte",17.27,-23.431523,-46.718818,"2024-02-02 17:07:36",0,NULL,Pirituba/Jaraguá,0,13.64
653,25.99,67,1018,1.03,0,4,"céu limpo",19.39,-23.431523,-46.718818,"2024-02-03 16:48:05",0,NULL,Pirituba/Jaraguá,0,2.03
654,20.78,87,1020,4.12,0,0,"algumas nuvens",18.54,-23.483996,-46.716305,"2024-02-01 22:20:33",0,NULL,Pirituba/Jaraguá,0,0
655,20.34,89,1019,2.06,1.02,4,"chuva moderada",18.47,-23.483996,-46.716305,"2024-02-02 18:22:57",0,NULL,Pirituba/Jaraguá,0,8.87
656,24.6,75,1019,2.57,0,0,"céu limpo",19.88,-23.483996,-46.716305,"2024-02-03 10:50:01",0,NULL,Pirituba/Jaraguá,0,0
657,18.48,90,1017,0,0,0,"céu limpo",16.81,-23.498396,-46.707066,"2024-02-01 05:47:52",0,NULL,Pirituba/Jaraguá,0,0
658,19.85,83,1019,1.54,1.83,4,trovoadas,16.88,-23.498396,-46.707066,"2024-02-02 14:45:34",0,NULL,Pirituba/Jaraguá,0,8.91
659,25.85,65,1019,1.54,0,0,"céu limpo",18.77,-23.498396,-46.707066,"2024-02-03 11:51:08",0,NULL,Pirituba/Jaraguá,0,0
660,27.84,66,1019,4.12,0.17,4,"chuva leve",20.9,-23.6581,-46.7024,"2024-02-01 13:59:38",0,NULL,"Santo Amaro",0,8.36
661,19.08,95,1019,2.57,0,0,"algumas nuvens",18.26,-23.6581,-46.7024,"2024-02-02 03:37:04",0,NULL,"Santo Amaro",0,0
662,20.36,92,1018,3.09,0,0,nublado,19.02,-23.6581,-46.7024,"2024-02-03 04:15:28",0,NULL,"Santo Amaro",0,0
663,19.39,84,1017,2.57,0,0,"nuvens dispersas",16.62,-23.6754,-46.6997,"2024-02-01 04:17:50",0,NULL,"Santo Amaro",0,0
664,23.46,82,1021,4.12,0.11,2,"chuva leve",20.21,-23.6754,-46.6997,"2024-02-02 09:38:25",0,NULL,"Santo Amaro",0,0.25
665,23.49,77,1019,2.57,0,0,"céu limpo",19.23,-23.6754,-46.6997,"2024-02-03 10:56",0,NULL,"Santo Amaro",0,0
666,22.47,85,1018,6.17,9.27,4,"chuva forte",19.82,-23.6261,-46.6874,"2024-02-01 15:05:31",0,NULL,"Santo Amaro",0,17.1
667,20.39,91,1019,3.6,0,0,"algumas nuvens",18.87,-23.6261,-46.6874,"2024-02-02 00:58:11",0,NULL,"Santo Amaro",0,0
668,22.51,89,1019,0.51,0,0,nublado,20.61,-23.6261,-46.6874,"2024-02-03 22:59:09",0,NULL,"Santo Amaro",0,0
669,24.38,70,1019,3.6,0.53,2,"chuva leve",18.56,-23.6838,-46.6926,"2024-02-01 11:25:18",0,NULL,"Santo Amaro",0,0.63
670,19.38,94,1019,1.54,0,0,"algumas nuvens",18.39,-23.6838,-46.6926,"2024-02-02 05:44:27",0,NULL,"Santo Amaro",0,0
671,20.43,90,1019,4.12,0,0,nublado,18.73,-23.6838,-46.6926,"2024-02-03 05:56:50",0,NULL,"Santo Amaro",0,0
672,20.77,79,1018,0.51,0,0,"céu limpo",17,-23.6615,-46.6794,"2024-02-01 06:40:06",0,NULL,"Santo Amaro",0,0
673,20.07,91,1019,3.6,0,0,"algumas nuvens",18.56,-23.6615,-46.6794,"2024-02-02 01:21:05",0,NULL,"Santo Amaro",0,0
674,26.43,72,1017,2.06,0,4,nublado,20.97,-23.6615,-46.6794,"2024-02-03 17:24:23",0,NULL,"Santo Amaro",0,5.49
675,19.02,88,1017,0,0,0,"céu limpo",16.99,-23.6632,-46.7077,"2024-02-01 06:21:15",0,NULL,"Santo Amaro",0,0
676,22.89,77,1021,4.12,0.14,0,"chuva leve",18.65,-23.6632,-46.7077,"2024-02-02 08:49:41",0,NULL,"Santo Amaro",0,0.14
677,20.2,87,1018,3.09,0,0,"algumas nuvens",17.97,-23.6632,-46.7077,"2024-02-03 03:35:05",0,NULL,"Santo Amaro",0,0
678,21.09,73,1016,5.7,0,0,nublado,16.07,-23.506032,-46.456596,"2024-01-01 08:53:56",0,NULL,"São Miguel Paulista",0,0
679,19.5,88,1014,4.12,0,0,nublado,17.46,-23.506032,-46.456596,"2024-01-02 03:03:52",0,NULL,"São Miguel Paulista",0,0
680,26.36,65,1012,1.54,0.22,0,"chuva leve",19.25,-23.506032,-46.456596,"2024-01-03 10:19:23",0,NULL,"São Miguel Paulista",0,0.22
681,19.81,94,1012,1.03,0,0,nublado,18.82,-23.506032,-46.456596,"2024-01-04 04:29:20",0,NULL,"São Miguel Paulista",0,0
682,21.02,92,1014,2.57,0,0,nublado,19.67,-23.506032,-46.456596,"2024-01-05 07:14:49",0,NULL,"São Miguel Paulista",0,0
683,25.83,62,1014,3.09,0.18,0,"chuva leve",18,-23.506032,-46.456596,"2024-01-06 10:38:26",0,NULL,"São Miguel Paulista",0,0.18
684,26.16,62,1014,2.57,0,0,"céu limpo",18.31,-23.506032,-46.456596,"2024-01-07 10:23:03",0,NULL,"São Miguel Paulista",0,0
685,25.14,65,1014,4.63,0,0,nublado,18.1,-23.486212,-46.459752,"2024-01-01 14:15:23",0,NULL,"São Miguel Paulista",0,0
686,19.08,88,1014,5.7,0,0,nublado,17.05,-23.486212,-46.459752,"2024-01-02 04:55:20",0,NULL,"São Miguel Paulista",0,0
687,23.97,94,1010,4.63,5.13,4,"chuva forte",22.94,-23.486212,-46.459752,"2024-01-03 16:13:45",0,NULL,"São Miguel Paulista",0,12.02
688,20.83,94,1013,2.57,0,0,"garoa de leve intensidade",19.83,-23.486212,-46.459752,"2024-01-04 01:08:03",0,NULL,"São Miguel Paulista",0,0
689,26.46,62,1013,6.17,0.37,4,"chuva leve",18.59,-23.486212,-46.459752,"2024-01-05 14:41:21",0,NULL,"São Miguel Paulista",0,0.68
690,25.84,62,1014,3.09,0.18,0,"chuva leve",18.01,-23.486212,-46.459752,"2024-01-06 11:11:27",0,NULL,"São Miguel Paulista",0,0.18
691,26.24,66,1012,4.12,0,3,"céu limpo",19.39,-23.486212,-46.459752,"2024-01-07 17:45:59",0,NULL,"São Miguel Paulista",0,0.45
692,20.27,83,1015,4.12,0,0,nublado,17.29,-23.474823,-46.417531,"2024-01-01 21:05:14",0,NULL,"São Miguel Paulista",0,0
693,19.52,83,1015,4.12,0,0,nublado,16.56,-23.474823,-46.417531,"2024-01-02 01:29:48",0,NULL,"São Miguel Paulista",0,0
694,19.77,94,1012,2.57,0,0,nublado,18.78,-23.474823,-46.417531,"2024-01-03 02:01:29",0,NULL,"São Miguel Paulista",0,0
695,24.5,73,1013,2.57,0.28,4,"chuva leve",19.34,-23.474823,-46.417531,"2024-01-04 12:19:38",0,NULL,"São Miguel Paulista",0,0.9
696,20.09,88,1015,2.57,0,0,nublado,18.04,-23.474823,-46.417531,"2024-01-05 23:29:15",0,NULL,"São Miguel Paulista",0,0
697,20.91,83,1015,3.09,0,0,nublado,17.92,-23.474823,-46.417531,"2024-01-06 07:03:09",0,NULL,"São Miguel Paulista",0,0
698,26.22,69,1012,2.57,0,3,"céu limpo",20.08,-23.474823,-46.417531,"2024-01-07 17:56:29",0,NULL,"São Miguel Paulista",0,0.45
699,18.79,77,1017,3.1,0,0,nublado,14.68,-23.485466,-46.407488,"2024-01-01 01:15:24",0,NULL,"São Miguel Paulista",0,0
700,19.29,88,1014,4.12,0,0,nublado,17.25,-23.485466,-46.407488,"2024-01-02 02:30:28",0,NULL,"São Miguel Paulista",0,0
701,19.79,94,1012,3.6,0,0,nublado,18.8,-23.485466,-46.407488,"2024-01-03 05:32:12",0,NULL,"São Miguel Paulista",0,0
